trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
546,False,"{'a': 0.0045, 'e': 0.08569164066224835}",25,9,6.516955179988711,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
547,False,"{'a': 0.0045, 'e': 0.08530689460715093}",35,13,41.44901466399936,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.0045, 'e': 0.08492387601958445}",25,17,4.7600064325694476,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.0045, 'e': 0.08454257714340935}",30,22,8.44726327583552,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.0045, 'e': 0.0841629902573104}",20,8,22.497136701178537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.0045, 'e': 0.08378510767464013}",25,10,-12.940113854599788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
552,False,"{'a': 0.0045, 'e': 0.08340892174326339}",20,16,8.225212313397645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.0045, 'e': 0.08303442484540222}",20,14,9.958197637436543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.0045, 'e': 0.08266160939748157}",25,17,2.7274070173223297,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.0045, 'e': 0.08229046784997596}",25,14,19.395370285857947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.0045, 'e': 0.0819209926872563}",30,23,14.112659697939295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.0045, 'e': 0.08155317642743795}",20,12,13.533870723697737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.0045, 'e': 0.08118701162222912}",20,13,12.297562129354795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.0045, 'e': 0.08082249085677992}",25,12,17.44489469053731,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.0045, 'e': 0.08045960674953244}",20,8,5.990354949494591,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.0045, 'e': 0.08009835195207111}",20,0,23.58769292735657,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.0045, 'e': 0.0797387191489739}",25,13,24.269475741246318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.0045, 'e': 0.0793807010576643}",30,8,34.583996913321066,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.0045, 'e': 0.07902429042826369}",25,9,9.903602003501915,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.0045, 'e': 0.07866948004344465}",25,17,16.52276217775711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.0045, 'e': 0.07831626271828482}",20,13,11.436408296985324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.0045, 'e': 0.07796463130012121}",20,13,11.450120896227453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.0045, 'e': 0.07761457866840567}",20,7,23.31876640278267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.0045, 'e': 0.07726609773456035}",25,12,22.725784451167193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.0045, 'e': 0.0769191814418345}",20,10,9.584220385931227,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.0045, 'e': 0.07657382276516135}",25,9,32.4320489687622,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.0045, 'e': 0.07623001471101583}",20,0,27.438281195184008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.0045, 'e': 0.07588775031727314}",30,21,15.20222381066055,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.0045, 'e': 0.07554702265306763}",20,13,12.356607051048385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.0045, 'e': 0.0752078248186524}",20,4,29.595892898947895,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.0045, 'e': 0.07487014994525978}",20,16,8.975158595771493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.0045, 'e': 0.07453399119496197}",20,13,13.907092941887733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.0045, 'e': 0.07419934176053282}",20,1,16.729015601302386,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.0045, 'e': 0.07386619486530989}",30,8,30.105497747784973,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.0045, 'e': 0.0735345437630571}",20,13,12.806171288489887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.0045, 'e': 0.07320438173782835}",25,6,35.45767324845371,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.0045, 'e': 0.0728757021038313}",25,14,22.20863843134827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.0045, 'e': 0.07254849820529216}",25,10,28.778573975411458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.0045, 'e': 0.07222276341632082}",20,4,12.74935935428218,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.0045, 'e': 0.07189849114077662}",30,16,12.199935869726485,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.0045, 'e': 0.07157567481213492}",25,20,11.192976464470538,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.0045, 'e': 0.07125430789335409}",20,12,15.434369956530134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.0045, 'e': 0.07093438387674295}",25,20,12.053790482856442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.0045, 'e': 0.07061589628382932}",20,9,21.65210170007328,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.0045, 'e': 0.07029883866522847}",20,14,3.5729285969245224,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.0045, 'e': 0.06998320460051284}",25,13,-21.056706317586176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
592,False,"{'a': 0.0045, 'e': 0.06966898769808187}",20,8,23.346381154175308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.0045, 'e': 0.06935618159503247}",25,16,-5.2502725426290295,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.0045, 'e': 0.06904477995703044}",20,10,14.84580952210732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.0045, 'e': 0.0687347764781819}",20,7,24.549064761890474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.0045, 'e': 0.06842616488090583}",20,12,14.930920033947602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.0045, 'e': 0.06811893891580688}",20,3,32.03919921955861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.0045, 'e': 0.06781309236154871}",20,9,24.180400949957704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.0045, 'e': 0.06750861902472816}",25,10,25.600128829403776,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.0045, 'e': 0.06720551273974978}",25,18,14.177244061351603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.0045, 'e': 0.0669037673687009}",20,11,17.118579493313877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.0045, 'e': 0.06660337680122749}",20,13,14.677757193936156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.0045, 'e': 0.06630433495441024}",20,7,24.32980534129736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.0045, 'e': 0.06600663577264156}",20,9,9.791010560965807,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.0045, 'e': 0.06571027322750288}",25,12,22.475136234253142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.0045, 'e': 0.06541524131764247}",25,19,-11.086983716044864,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
607,False,"{'a': 0.0045, 'e': 0.06512153406865413}",20,6,22.638218570118507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.0045, 'e': 0.06482914553295599}",20,13,11.009835976481492,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.0045, 'e': 0.06453806978967022}",35,21,26.725163662114163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.0045, 'e': 0.06424830094450311}",20,9,-29.56309829251537,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
611,False,"{'a': 0.0045, 'e': 0.06395983312962558}",25,8,28.76202739262098,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.0045, 'e': 0.06367266050355457}",30,16,2.973308002474619,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
613,False,"{'a': 0.0045, 'e': 0.06338677725103457}",20,7,-19.355064867421454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
614,False,"{'a': 0.0045, 'e': 0.06310217758291994}",25,17,15.084017401563282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.0045, 'e': 0.06281885573605772}",30,16,26.86890399134859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.0045, 'e': 0.06253680597317077}",20,12,14.395338702456815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.0045, 'e': 0.06225602258274176}",20,11,14.098667011239971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.0045, 'e': 0.061976499878897494}",20,16,6.297667710327312,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.0045, 'e': 0.0616982322012936}",20,14,10.825166911082093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.0045, 'e': 0.061421213915000154}",20,6,15.263559101423764,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.0045, 'e': 0.06114543941038734}",20,8,11.14083834302648,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.0045, 'e': 0.06087090310301205}",20,15,11.284585585197405,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.0045, 'e': 0.060597599433504686}",20,4,24.213236762794605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.0045, 'e': 0.060325522867456564}",20,7,27.390563136340965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.0045, 'e': 0.060054667895307945}",30,0,10.871080155135388,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
626,False,"{'a': 0.0045, 'e': 0.05978502903223641}",25,15,18.721989586685737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.0045, 'e': 0.059516600818045724}",25,7,22.274112724124045,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.0045, 'e': 0.05924937781705543}",30,16,27.27125181981624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.0045, 'e': 0.05898335461799056}",25,15,20.034077646928107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.0045, 'e': 0.058718525833872284}",20,7,19.31663728690802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.0045, 'e': 0.05845488610190869}",35,22,25.810858577189933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.0045, 'e': 0.05819243008338615}",25,18,11.563403277069883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.0045, 'e': 0.05793115246356136}",20,10,18.95555234346697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.0045, 'e': 0.05767104795155356}",30,17,12.73106141730026,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.0045, 'e': 0.05741211128023751}",30,16,27.574403448233877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.0045, 'e': 0.05715433720613679}",30,15,29.543089987300164,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.0045, 'e': 0.05689772050931753}",25,11,16.561039111082287,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.0045, 'e': 0.056642255993282896}",25,7,-26.485348801450346,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
639,False,"{'a': 0.0045, 'e': 0.05638793848486772}",25,8,31.931710145727706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.0045, 'e': 0.056134762834133725}",20,9,0.09660511565739727,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.0045, 'e': 0.05588272391426538}",25,7,19.98903951959534,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.0045, 'e': 0.055631816621465886}",20,13,9.673060946722346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.0045, 'e': 0.055382035874854026}",20,12,14.716890294061251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.0045, 'e': 0.05513337661636116}",30,13,-13.130427846030926,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
645,False,"{'a': 0.0045, 'e': 0.05488583381062877}",25,18,10.630798370127033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.0045, 'e': 0.05463940244490662}",20,4,23.373161065933807,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.0045, 'e': 0.05439407752895109}",20,14,11.197018381216012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.0045, 'e': 0.05414985409492427}",20,10,17.3027156397685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.0045, 'e': 0.05390672719729329}",25,15,19.53451510397632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.0045, 'e': 0.053664691912730135}",25,18,13.423032476843424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.0045, 'e': 0.053423743340012035}",25,12,22.40480869455726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.0045, 'e': 0.053183876599922186}",30,18,22.93821349651617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.0045, 'e': 0.052945086835150854}",20,7,13.318020993314517,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.0045, 'e': 0.05270736921019719}",20,8,24.85270267791411,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.0045, 'e': 0.05247071891127112}",20,6,15.704947992858116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.0045, 'e': 0.05223513114619603}",25,10,29.12384066641288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.0045, 'e': 0.052000601144311646}",30,20,18.267329246705128,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.0045, 'e': 0.051767124156377374}",35,9,36.63334374213609,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.0045, 'e': 0.05153469545447627}",25,14,4.796531026283588,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.0045, 'e': 0.051303310331919136}",20,12,16.834910989524857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.0045, 'e': 0.05107296410314935}",30,18,21.910932912651145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.0045, 'e': 0.05084365210364794}",25,17,12.563659919454928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.0045, 'e': 0.050615369689839027}",20,16,6.655618880939143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.0045, 'e': 0.05038811223899596}",20,8,19.41891278641928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.0045, 'e': 0.05016187514914761}",20,0,31.30472473779967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
666,False,"{'a': 0.0045, 'e': 0.049936653838985136}",30,21,16.814253261364755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,17.797586452030558,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,3,29.904636882562592,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,21.490270589991617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,7,22.291941645971765,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,16.233620287066042,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,9,23.190574589653473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,12,36.07988133515614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,3,29.568030635711278,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,14.981380428264877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,18,15.277975899817246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
